,ID,Reviews,Helpful,Review_Title,Review_Author,Review_Date,Not_Helpful,Rating,Total_Tokens,Unique_Tokens,Avg_Token_Length,Lex_Diversity,Most_Frequent_Words,Words
0,6900644,"Minhaj's recent turn at the Correspondent's Dinner made me check out this special, although I was wondering if he would simply be taking political shots, which at the moment is very much like shooting fish in a barrel. Before seeing him in this special I had quite liked him as a correspondent on The Daily Show, even if he didn't manage to break out of the shadow of some better than him – plus if memory serves me, he came in at the end of Stewart's time, which was not long before I stopped being a regular viewer. All that said, I was surprised by how much and how consistently I enjoyed this special.Delivered in his hometown, Minhaj has constructed a personal show that moves through a lot of ground, that serves as somewhat of an emotional roller-coaster, puts a lot of issues on the table, but remains consistently accessible and funny for those such as myself who do not have this frame of reference. Minhaj's timing and polish is of a very high standard, and he makes the show feel really professional and slick, but still keeps that sense of it being an honest performance with freshness and emotion. And it is a 'performance' more than a normal stand-up show. He moves around the stage well, and items such as screens and lighting are well timed around his performance. In the context of a filmed special, I also enjoyed the camera-work, as it knew how to move around him, when to go close etc – it was very well filmed and edited.Main thing though is that it engages and is funny throughout. Very much one worth seeing.",0,,ur1002035,1 July 2017,0,,130,108,6.3,0.8307692307692308,"('show', 4)('special', 3)('much', 3)('performance', 3)('around', 3)('well', 3)('minhajs', 2)('seeing', 2)('serves', 2)('consistently', 2)","['minhajs', 'recent', 'turn', 'correspondents', 'dinner', 'made', 'check', 'special', 'although', 'wondering', 'would', 'simply', 'taking', 'political', 'shots', 'moment', 'much', 'like', 'shooting', 'fish', 'barrel', 'seeing', 'special', 'quite', 'liked', 'correspondent', 'daily', 'show', 'even', 'didnt', 'manage', 'break', 'shadow', 'better', 'plus', 'memory', 'serves', 'came', 'end', 'stewarts', 'time', 'long', 'stopped', 'regular', 'viewer', 'said', 'surprised', 'much', 'consistently', 'enjoyed', 'specialdelivered', 'hometown', 'minhaj', 'constructed', 'personal', 'show', 'moves', 'lot', 'ground', 'serves', 'somewhat', 'emotional', 'rollercoaster', 'puts', 'lot', 'issues', 'table', 'remains', 'consistently', 'accessible', 'funny', 'frame', 'reference', 'minhajs', 'timing', 'polish', 'high', 'standard', 'makes', 'show', 'feel', 'really', 'professional', 'slick', 'still', 'keeps', 'sense', 'honest', 'performance', 'freshness', 'emotion', 'performance', 'normal', 'standup', 'show', 'moves', 'around', 'stage', 'well', 'items', 'screens', 'lighting', 'well', 'timed', 'around', 'performance', 'context', 'filmed', 'special', 'also', 'enjoyed', 'camerawork', 'knew', 'move', 'around', 'go', 'close', 'etc', 'well', 'filmed', 'editedmain', 'thing', 'though', 'engages', 'funny', 'throughout', 'much', 'one', 'worth', 'seeing']"
1,6900644,"The guy works hard. He has an act close to Chris Rock. Even better polished, but that should go without saying because there is one generation of comics between them. The stories are well linked. And they are sensible. But funny? Sick. To laugh at his private dramas seems so cruel. Yet maybe the audience is right: they were sold a comic show, so why not laugh?Contact me with Questions, Comments or Suggestions ryitfork @ bitmail.ch",0,,ur18857804,28 July 2017,0,,40,40,5.85,1.0,"('guy', 1)('works', 1)('hard', 1)('act', 1)('close', 1)('chris', 1)('rock', 1)('even', 1)('better', 1)('polished', 1)","['guy', 'works', 'hard', 'act', 'close', 'chris', 'rock', 'even', 'better', 'polished', 'go', 'without', 'saying', 'one', 'generation', 'comics', 'stories', 'well', 'linked', 'sensible', 'funny', 'sick', 'laugh', 'private', 'dramas', 'seems', 'cruel', 'yet', 'maybe', 'audience', 'right', 'sold', 'comic', 'show', 'laughcontact', 'questions', 'comments', 'suggestions', 'ryitfork', 'bitmailch']"
2,6900644,"6/5/18. Minhaj is funny. if you are looking for a new comedian to laugh with, then Minhaj will fit the bill. His observational humor is spot on.",0,,ur22652704,11 June 2018,0,,12,11,5.75,0.9166666666666666,"('minhaj', 2)('funny', 1)('looking', 1)('new', 1)('comedian', 1)('laugh', 1)('fit', 1)('bill', 1)('observational', 1)('humor', 1)","['minhaj', 'funny', 'looking', 'new', 'comedian', 'laugh', 'minhaj', 'fit', 'bill', 'observational', 'humor', 'spot']"
3,6900644,"1 star might be a bit harsh, but, this had a 9.3 when I wrote this. I am now sure Netflix must make people create new accounts to give their material good reviews. Hasan does not seem like a bad person, but, this show sucks. It is basically just his life story. He is only 31. In summary; 1. his parents are from India. 2. they moved to the USA 3. they are very strict and have high expectations 4. he has a younger sister 5. Jocks at school were jerks 6. After 911 his family received a threatening phone call and their car was vandalised 7. He dated a white girl 8. He married a Hindu girl and he is Muslim. I had to stop here. 2/3's in and I can't take any more. I feel some sympathy. It must be tough being the only family in your area with dark skin and racists who commit crimes should be charged. However, the reason I give this such a low rating is It is not at all funny. Sure he peppers some jokes in here and there, but, there is far too much vanity for my taste. To think your life is so interesting it warrants a 90 minute public presentation, you'd better be James Bond to get away with it. Even then, that would not be stand up comedy. Take someone like Russell Peters. He is a Canadian with Indian parents. He tells stories from his life sometimes, but, they are hilarious. Peters is a master of accents and subtly good as a physical comedian. Also, with Peters the story is always in service of telling a joke and not the other way around. This guy just tells boring stories about his life in equally boring ways and every so often slips in some virtue signalling; 'I think racism is bad', everyone cheers. He never quite says that, but, you get my point. Everyone knows racism is bad, now where are the jokes? Very Bad :(",0,,ur74642715,23 May 2017,0,,157,131,5.515923566878981,0.8343949044585988,"('bad', 4)('life', 4)('peters', 3)('sure', 2)('must', 2)('give', 2)('good', 2)('like', 2)('story', 2)('parents', 2)","['star', 'might', 'bit', 'harsh', 'wrote', 'sure', 'netflix', 'must', 'make', 'people', 'create', 'new', 'accounts', 'give', 'material', 'good', 'reviews', 'hasan', 'seem', 'like', 'bad', 'person', 'show', 'sucks', 'basically', 'life', 'story', 'summary', 'parents', 'india', 'moved', 'usa', 'strict', 'high', 'expectations', 'younger', 'sister', 'jocks', 'school', 'jerks', 'family', 'received', 'threatening', 'phone', 'call', 'car', 'vandalised', 'dated', 'white', 'girl', 'married', 'hindu', 'girl', 'muslim', 'stop', 'cant', 'take', 'feel', 'sympathy', 'must', 'tough', 'family', 'area', 'dark', 'skin', 'racists', 'commit', 'crimes', 'charged', 'however', 'reason', 'give', 'low', 'rating', 'funny', 'sure', 'peppers', 'jokes', 'far', 'much', 'vanity', 'taste', 'think', 'life', 'interesting', 'warrants', 'minute', 'public', 'presentation', 'youd', 'better', 'james', 'bond', 'get', 'away', 'even', 'would', 'stand', 'comedy', 'take', 'someone', 'like', 'russell', 'peters', 'canadian', 'indian', 'parents', 'tells', 'stories', 'life', 'sometimes', 'hilarious', 'peters', 'master', 'accents', 'subtly', 'good', 'physical', 'comedian', 'also', 'peters', 'story', 'always', 'service', 'telling', 'joke', 'way', 'around', 'guy', 'tells', 'boring', 'stories', 'life', 'equally', 'boring', 'ways', 'every', 'often', 'slips', 'virtue', 'signalling', 'think', 'racism', 'bad', 'everyone', 'cheers', 'never', 'quite', 'says', 'get', 'point', 'everyone', 'knows', 'racism', 'bad', 'jokes', 'bad']"
4,6900644,This comedy special really just feels like you're hearing someone tell a story. He does an amazing job. Touches on important cultural elements but is still funny. So charming and great I couldn't recommend it enough,0,,ur71384678,24 October 2019,0,1.0,23,23,6.217391304347826,1.0,"('comedy', 1)('special', 1)('really', 1)('feels', 1)('like', 1)('youre', 1)('hearing', 1)('someone', 1)('tell', 1)('story', 1)","['comedy', 'special', 'really', 'feels', 'like', 'youre', 'hearing', 'someone', 'tell', 'story', 'amazing', 'job', 'touches', 'important', 'cultural', 'elements', 'still', 'funny', 'charming', 'great', 'couldnt', 'recommend', 'enough']"
5,6900644,"Hasan Minhaj: Homecoming King is an hour and fourteen minutes well worth spending. One second you're laughing so hard — the kind of laugh that's from your gut — and the next he hits you with stuff that will make your chest and/or eyes hurt. Certain truths are laid out and laid bare, a lot of which I suspect not everyone would be comfortable with but that's exactly the point. He shares a good portion of his life in such hilarious and engaging ways. You might find yourself trying to look for someone on facebook right after. My only criticisms are *spoilers* I don't quite buy that a certain person is completely OK (I need some sort of history), interracial marriage does not fix racism just like that, and can Hasan say that word?",0,,ur24232769,29 May 2017,0,,74,70,5.54054054054054,0.9459459459459459,"('hasan', 2)('thats', 2)('certain', 2)('laid', 2)('minhaj', 1)('homecoming', 1)('king', 1)('hour', 1)('fourteen', 1)('minutes', 1)","['hasan', 'minhaj', 'homecoming', 'king', 'hour', 'fourteen', 'minutes', 'well', 'worth', 'spending', 'one', 'second', 'youre', 'laughing', 'hard', 'kind', 'laugh', 'thats', 'gut', 'next', 'hits', 'stuff', 'make', 'chest', 'andor', 'eyes', 'hurt', 'certain', 'truths', 'laid', 'laid', 'bare', 'lot', 'suspect', 'everyone', 'would', 'comfortable', 'thats', 'exactly', 'point', 'shares', 'good', 'portion', 'life', 'hilarious', 'engaging', 'ways', 'might', 'find', 'trying', 'look', 'someone', 'facebook', 'right', 'criticisms', 'spoilers', 'dont', 'quite', 'buy', 'certain', 'person', 'completely', 'ok', 'need', 'sort', 'history', 'interracial', 'marriage', 'fix', 'racism', 'like', 'hasan', 'say', 'word']"
6,6900644,"You don't have to be a Muslim Indian immigrant to get Hasan Minhaj's Homecoming King. But you do have to be an immigrant.I've laughed my head off to Bill Burr and Jim Jeffries, nodded in agreement to Bill Maher, George Carlin and Bill Hicks, scratched my head and thought ""damn, that's clever"" to Mitch Hedberg, smiled and thought ""that's funny"" to Daniel Tosh and Louis CK.But never before was I able to relate to the comedian's narrative on such a personal deep emotional level, as I did to Hasan Minhaj. He is deep and insightful, able to focus on the little things that go unnoticed but that do matter so much. The flow of the show is impeccable, he goes from being emotional and almost philosophical to being funny just at the right moments, and he keeps you in the constant state of anticipation and curiosity. You don't feel like it's a comedy special you're watching. No, it feels like a good friend is telling you an amazingly interesting story, sometimes funny, sometimes sad, but always leaving you wanting more. And, most importantly, even though I don't agree with some of the stuff he says, I could relate to the things he was talking about. This lifted this show to a level much higher than a comedy special. It was a unique experience.10/10",0,,ur1552881,12 June 2017,0,1.0,117,95,6.0256410256410255,0.811965811965812,"('dont', 3)('bill', 3)('funny', 3)('hasan', 2)('head', 2)('thought', 2)('thats', 2)('able', 2)('relate', 2)('deep', 2)","['dont', 'muslim', 'indian', 'immigrant', 'get', 'hasan', 'minhajs', 'homecoming', 'king', 'immigrantive', 'laughed', 'head', 'bill', 'burr', 'jim', 'jeffries', 'nodded', 'agreement', 'bill', 'maher', 'george', 'carlin', 'bill', 'hicks', 'scratched', 'head', 'thought', 'damn', 'thats', 'clever', 'mitch', 'hedberg', 'smiled', 'thought', 'thats', 'funny', 'daniel', 'tosh', 'louis', 'ckbut', 'never', 'able', 'relate', 'comedians', 'narrative', 'personal', 'deep', 'emotional', 'level', 'hasan', 'minhaj', 'deep', 'insightful', 'able', 'focus', 'little', 'things', 'go', 'unnoticed', 'matter', 'much', 'flow', 'show', 'impeccable', 'goes', 'emotional', 'almost', 'philosophical', 'funny', 'right', 'moments', 'keeps', 'constant', 'state', 'anticipation', 'curiosity', 'dont', 'feel', 'like', 'comedy', 'special', 'youre', 'watching', 'feels', 'like', 'good', 'friend', 'telling', 'amazingly', 'interesting', 'story', 'sometimes', 'funny', 'sometimes', 'sad', 'always', 'leaving', 'wanting', 'importantly', 'even', 'though', 'dont', 'agree', 'stuff', 'says', 'could', 'relate', 'things', 'talking', 'lifted', 'show', 'level', 'much', 'higher', 'comedy', 'special', 'unique']"
7,6900644,"You would have to be EXTREMELY humor-challenged if you find this stand-up special boring and/or unfunny. Many, many comics mine their lives for stand- up material and Minhaj does so with a realness that you seldom hear. To be able to take an audience from side-splitting laughter to tears with just a turn of phrase is astounding and Minhaj does so with aplomb. For the record, I'm lily-white and have almost no experience with the Indian/Muslim community. Those here that only watched ""2-3 minutes"" and then shut it off, you do yourself a disservice by not allowing different views than your own to enter your heads. Don't miss this!",0,,ur0004876,1 June 2017,0,1.0,49,47,6.551020408163265,0.9591836734693877,"('many', 2)('minhaj', 2)('would', 1)('extremely', 1)('humorchallenged', 1)('find', 1)('standup', 1)('special', 1)('boring', 1)('andor', 1)","['would', 'extremely', 'humorchallenged', 'find', 'standup', 'special', 'boring', 'andor', 'unfunny', 'many', 'many', 'comics', 'mine', 'lives', 'stand', 'material', 'minhaj', 'realness', 'seldom', 'hear', 'able', 'take', 'audience', 'sidesplitting', 'laughter', 'tears', 'turn', 'phrase', 'astounding', 'minhaj', 'aplomb', 'record', 'im', 'lilywhite', 'almost', 'experience', 'indianmuslim', 'community', 'watched', 'minutes', 'shut', 'disservice', 'allowing', 'different', 'views', 'enter', 'heads', 'dont', 'miss']"
8,6900644,"A good measurement for comedy, is if you write it down and it's still funny to read, and a good measurement for a comic, is if they can just tell you their boring life story and get a laugh out of you. Now he might be a comic by definition, but this was not comedy. This was just a very animated boy, telling mundane stories we have all heard a hundred times before, and I just couldn't be bothered, sorry.  I don't know what the audience had been smoking that night, but I suspect that if they'd spent ten minutes with Dana Carvey before they went in, they'd chased Hasan out with pitchforks for blasphemy. If you gave this drivel TEN stars, what in god's name are you gonne give Denis Leary 'No cure for cancer', or Bill Hicks 'Sane man'? You are left without integrity.",0,,ur39357985,18 September 2018,0,,68,62,5.544117647058823,0.9117647058823529,"('good', 2)('measurement', 2)('comedy', 2)('comic', 2)('theyd', 2)('ten', 2)('write', 1)('still', 1)('funny', 1)('read', 1)","['good', 'measurement', 'comedy', 'write', 'still', 'funny', 'read', 'good', 'measurement', 'comic', 'tell', 'boring', 'life', 'story', 'get', 'laugh', 'might', 'comic', 'definition', 'comedy', 'animated', 'boy', 'telling', 'mundane', 'stories', 'heard', 'hundred', 'times', 'couldnt', 'bothered', 'sorry', 'dont', 'know', 'audience', 'smoking', 'night', 'suspect', 'theyd', 'spent', 'ten', 'minutes', 'dana', 'carvey', 'went', 'theyd', 'chased', 'hasan', 'pitchforks', 'blasphemy', 'gave', 'drivel', 'ten', 'stars', 'gods', 'name', 'gonne', 'give', 'denis', 'leary', 'cure', 'cancer', 'bill', 'hicks', 'sane', 'man', 'left', 'without', 'integrity']"
9,6900644,"Even though I am white and only immigrated to the US when I was 27, I found Hasan's story extremely compelling and relatable. He is not only extremely funny, but a superb storyteller that keeps his audience engaged and entertained. The show has plenty of moments when you laugh your butt off while also giving important lessons through personal experience about life, love, bigotry, and trying to learn from our mistakes. I really, really hope we get to see more from this amazing comedian and I feel very sorry for the people who gave this 1 star.",0,,ur12544012,13 May 2018,0,1.0,48,46,6.1875,0.9583333333333334,"('extremely', 2)('really', 2)('even', 1)('though', 1)('white', 1)('immigrated', 1)('us', 1)('found', 1)('hasans', 1)('story', 1)","['even', 'though', 'white', 'immigrated', 'us', 'found', 'hasans', 'story', 'extremely', 'compelling', 'relatable', 'extremely', 'funny', 'superb', 'storyteller', 'keeps', 'audience', 'engaged', 'entertained', 'show', 'plenty', 'moments', 'laugh', 'butt', 'also', 'giving', 'important', 'lessons', 'personal', 'experience', 'life', 'love', 'bigotry', 'trying', 'learn', 'mistakes', 'really', 'really', 'hope', 'get', 'see', 'amazing', 'comedian', 'feel', 'sorry', 'people', 'gave', 'star']"
